0,0,0,300
1,0.017452406,5,
2,0.034899497,10,
3,0.052335956,15,
4,0.069756474,20,
5,0.087155743,26,
6,0.104528463,31,
7,0.121869343,36,
8,0.139173101,41,
9,0.156434465,46,
10,0.173648178,52,
11,0.190808995,57,
12,0.207911691,62,
13,0.224951054,67,
14,0.241921896,72,
15,0.258819045,77,
16,0.275637356,82,
17,0.292371705,87,
18,0.309016994,92,
19,0.325568154,97,
20,0.342020143,102,
21,0.35836795,107,
22,0.374606593,112,
23,0.390731128,117,
24,0.406736643,122,
25,0.422618262,126,
26,0.438371147,131,
27,0.4539905,136,
28,0.469471563,140,
29,0.48480962,145,
30,0.5,150,
31,0.515038075,154,
32,0.529919264,158,
33,0.544639035,163,
34,0.559192903,167,
35,0.573576436,172,
36,0.587785252,176,
37,0.601815023,180,
38,0.615661475,184,
39,0.629320391,188,
40,0.64278761,192,
41,0.656059029,196,
42,0.669130606,200,
43,0.68199836,204,
44,0.69465837,208,
45,0.707106781,212,
46,0.7193398,215,
47,0.731353702,219,
48,0.743144825,222,
49,0.75470958,226,
50,0.766044443,229,
51,0.777145961,233,
52,0.788010754,236,
53,0.79863551,239,
54,0.809016994,242,
55,0.819152044,245,
56,0.829037573,248,
57,0.838670568,251,
58,0.848048096,254,
59,0.857167301,257,
60,0.866025404,259,
61,0.874619707,262,
62,0.882947593,264,
63,0.891006524,267,
64,0.898794046,269,
65,0.906307787,271,
66,0.913545458,274,
67,0.920504853,276,
68,0.927183855,278,
69,0.933580426,280,
70,0.939692621,281,
71,0.945518576,283,
72,0.951056516,285,
73,0.956304756,286,
74,0.961261696,288,
75,0.965925826,289,
76,0.970295726,291,
77,0.974370065,292,
78,0.978147601,293,
79,0.981627183,294,
80,0.984807753,295,
81,0.987688341,296,
82,0.990268069,297,
83,0.992546152,297,
84,0.994521895,298,
85,0.996194698,298,
86,0.99756405,299,
87,0.998629535,299,
88,0.999390827,299,
89,0.999847695,299,
90,1,300,
91,0.999847695,299,
92,0.999390827,299,
93,0.998629535,299,
94,0.99756405,299,
95,0.996194698,298,
96,0.994521895,298,
97,0.992546152,297,
98,0.990268069,297,
99,0.987688341,296,
100,0.984807753,295,
101,0.981627183,294,
102,0.978147601,293,
103,0.974370065,292,
104,0.970295726,291,
105,0.965925826,289,
106,0.961261696,288,
107,0.956304756,286,
108,0.951056516,285,
109,0.945518576,283,
110,0.939692621,281,
111,0.933580426,280,
112,0.927183855,278,
113,0.920504853,276,
114,0.913545458,274,
115,0.906307787,271,
116,0.898794046,269,
117,0.891006524,267,
118,0.882947593,264,
119,0.874619707,262,
120,0.866025404,259,
121,0.857167301,257,
122,0.848048096,254,
123,0.838670568,251,
124,0.829037573,248,
125,0.819152044,245,
126,0.809016994,242,
127,0.79863551,239,
128,0.788010754,236,
129,0.777145961,233,
130,0.766044443,229,
131,0.75470958,226,
132,0.743144825,222,
133,0.731353702,219,
134,0.7193398,215,
135,0.707106781,212,
136,0.69465837,208,
137,0.68199836,204,
138,0.669130606,200,
139,0.656059029,196,
140,0.64278761,192,
141,0.629320391,188,
142,0.615661475,184,
143,0.601815023,180,
144,0.587785252,176,
145,0.573576436,172,
146,0.559192903,167,
147,0.544639035,163,
148,0.529919264,158,
149,0.515038075,154,
150,0.5,150,
151,0.48480962,145,
152,0.469471563,140,
153,0.4539905,136,
154,0.438371147,131,
155,0.422618262,126,
156,0.406736643,122,
157,0.390731128,117,
158,0.374606593,112,
159,0.35836795,107,
160,0.342020143,102,
161,0.325568154,97,
162,0.309016994,92,
163,0.292371705,87,
164,0.275637356,82,
165,0.258819045,77,
166,0.241921896,72,
167,0.224951054,67,
168,0.207911691,62,
169,0.190808995,57,
170,0.173648178,52,
171,0.156434465,46,
172,0.139173101,41,
173,0.121869343,36,
174,0.104528463,31,
175,0.087155743,26,
176,0.069756474,20,
177,0.052335956,15,
178,0.034899497,10,
179,0.017452406,5,
180,1.22515E-16,0,
181,-0.017452406,-6,
182,-0.034899497,-11,
183,-0.052335956,-16,
184,-0.069756474,-21,
185,-0.087155743,-27,
186,-0.104528463,-32,
187,-0.121869343,-37,
188,-0.139173101,-42,
189,-0.156434465,-47,
190,-0.173648178,-53,
191,-0.190808995,-58,
192,-0.207911691,-63,
193,-0.224951054,-68,
194,-0.241921896,-73,
195,-0.258819045,-78,
196,-0.275637356,-83,
197,-0.292371705,-88,
198,-0.309016994,-93,
199,-0.325568154,-98,
200,-0.342020143,-103,
201,-0.35836795,-108,
202,-0.374606593,-113,
203,-0.390731128,-118,
204,-0.406736643,-123,
205,-0.422618262,-127,
206,-0.438371147,-132,
207,-0.4539905,-137,
208,-0.469471563,-141,
209,-0.48480962,-146,
210,-0.5,-150,
211,-0.515038075,-155,
212,-0.529919264,-159,
213,-0.544639035,-164,
214,-0.559192903,-168,
215,-0.573576436,-173,
216,-0.587785252,-177,
217,-0.601815023,-181,
218,-0.615661475,-185,
219,-0.629320391,-189,
220,-0.64278761,-193,
221,-0.656059029,-197,
222,-0.669130606,-201,
223,-0.68199836,-205,
224,-0.69465837,-209,
225,-0.707106781,-213,
226,-0.7193398,-216,
227,-0.731353702,-220,
228,-0.743144825,-223,
229,-0.75470958,-227,
230,-0.766044443,-230,
231,-0.777145961,-234,
232,-0.788010754,-237,
233,-0.79863551,-240,
234,-0.809016994,-243,
235,-0.819152044,-246,
236,-0.829037573,-249,
237,-0.838670568,-252,
238,-0.848048096,-255,
239,-0.857167301,-258,
240,-0.866025404,-260,
241,-0.874619707,-263,
242,-0.882947593,-265,
243,-0.891006524,-268,
244,-0.898794046,-270,
245,-0.906307787,-272,
246,-0.913545458,-275,
247,-0.920504853,-277,
248,-0.927183855,-279,
249,-0.933580426,-281,
250,-0.939692621,-282,
251,-0.945518576,-284,
252,-0.951056516,-286,
253,-0.956304756,-287,
254,-0.961261696,-289,
255,-0.965925826,-290,
256,-0.970295726,-292,
257,-0.974370065,-293,
258,-0.978147601,-294,
259,-0.981627183,-295,
260,-0.984807753,-296,
261,-0.987688341,-297,
262,-0.990268069,-298,
263,-0.992546152,-298,
264,-0.994521895,-299,
265,-0.996194698,-299,
266,-0.99756405,-300,
267,-0.998629535,-300,
268,-0.999390827,-300,
269,-0.999847695,-300,
270,-1,-300,
271,-0.999847695,-300,
272,-0.999390827,-300,
273,-0.998629535,-300,
274,-0.99756405,-300,
275,-0.996194698,-299,
276,-0.994521895,-299,
277,-0.992546152,-298,
278,-0.990268069,-298,
279,-0.987688341,-297,
280,-0.984807753,-296,
281,-0.981627183,-295,
282,-0.978147601,-294,
283,-0.974370065,-293,
284,-0.970295726,-292,
285,-0.965925826,-290,
286,-0.961261696,-289,
287,-0.956304756,-287,
288,-0.951056516,-286,
289,-0.945518576,-284,
290,-0.939692621,-282,
291,-0.933580426,-281,
292,-0.927183855,-279,
293,-0.920504853,-277,
294,-0.913545458,-275,
295,-0.906307787,-272,
296,-0.898794046,-270,
297,-0.891006524,-268,
298,-0.882947593,-265,
299,-0.874619707,-263,
300,-0.866025404,-260,
301,-0.857167301,-258,
302,-0.848048096,-255,
303,-0.838670568,-252,
304,-0.829037573,-249,
305,-0.819152044,-246,
306,-0.809016994,-243,
307,-0.79863551,-240,
308,-0.788010754,-237,
309,-0.777145961,-234,
310,-0.766044443,-230,
311,-0.75470958,-227,
312,-0.743144825,-223,
313,-0.731353702,-220,
314,-0.7193398,-216,
315,-0.707106781,-213,
316,-0.69465837,-209,
317,-0.68199836,-205,
318,-0.669130606,-201,
319,-0.656059029,-197,
320,-0.64278761,-193,
321,-0.629320391,-189,
322,-0.615661475,-185,
323,-0.601815023,-181,
324,-0.587785252,-177,
325,-0.573576436,-173,
326,-0.559192903,-168,
327,-0.544639035,-164,
328,-0.529919264,-159,
329,-0.515038075,-155,
330,-0.5,-150,
331,-0.48480962,-146,
332,-0.469471563,-141,
333,-0.4539905,-137,
334,-0.438371147,-132,
335,-0.422618262,-127,
336,-0.406736643,-123,
337,-0.390731128,-118,
338,-0.374606593,-113,
339,-0.35836795,-108,
340,-0.342020143,-103,
341,-0.325568154,-98,
342,-0.309016994,-93,
343,-0.292371705,-88,
344,-0.275637356,-83,
345,-0.258819045,-78,
346,-0.241921896,-73,
347,-0.224951054,-68,
348,-0.207911691,-63,
349,-0.190808995,-58,
350,-0.173648178,-53,
351,-0.156434465,-47,
352,-0.139173101,-42,
353,-0.121869343,-37,
354,-0.104528463,-32,
355,-0.087155743,-27,
356,-0.069756474,-21,
357,-0.052335956,-16,
358,-0.034899497,-11,
359,-0.017452406,-6,
